id_ordem,mes,produto,maquina,turno,quantidade_pecas,tempo_setup_min,horas_maquina_previstas,prioridade,materia_prima_ok,operadores_alocados,taxa_refugo_pct,paradas_manutencao_mes,dias_ate_prazo,status_prazo
OP-01047,3,Flange,Mandrilhadora-A,Tarde,519,110.0,7.44,Baixa,Sim,6,1.28,0,18,Adiantado
OP-01048,8,Eixo,CNC-02,Tarde,679,62.0,16.44,Média,Sim,6,4.48,1,31,Adiantado
OP-01049,9,Suporte,CNC-01,Noite,1692,69.0,76.25,Alta,Sim,3,0.52,1,39,Adiantado
OP-01050,2,Flange,CNC-02,Tarde,3190,109.0,115.17,Alta,Sim,5,2.3,1,3,No_Prazo
OP-01051,7,Carcaça,CNC-01,Manhã,3708,85.0,84.51,Baixa,Sim,2,4.15,5,3,Atrasado
OP-01052,5,Flange,Mandrilhadora-A,Manhã,3381,41.0,165.04,Alta,Sim,6,2.8,0,37,Adiantado
OP-01053,7,Suporte,CNC-01,Tarde,1595,116.0,47.92,Alta,Sim,3,6.28,3,20,No_Prazo
OP-01054,12,Engrenagem,CNC-02,Tarde,2228,129.0,23.0,Média,Não,2,5.28,5,22,Atrasado
OP-01055,1,Carcaça,CNC-02,Noite,281,15.0,2.88,Alta,Sim,2,2.51,4,3,No_Prazo
OP-01056,12,Engrenagem,CNC-01,Manhã,4000,104.0,190.56,Média,Sim,6,0.63,2,14,No_Prazo
OP-01057,6,Eixo,CNC-01,Manhã,1799,110.0,38.22,Média,Sim,2,2.41,3,28,Adiantado
OP-01058,10,Carcaça,Torno-03,Manhã,2571,70.0,109.22,Urgente,Não,5,4.39,2,40,Atrasado
OP-01059,6,Carcaça,CNC-02,Tarde,2275,71.0,26.71,Média,Sim,2,6.22,4,8,Atrasado
OP-01060,4,Flange,CNC-01,Noite,1464,67.0,23.24,Alta,Sim,4,5.03,5,20,No_Prazo
OP-01061,10,Flange,CNC-02,Noite,882,88.0,39.05,Alta,Não,4,0.92,3,34,Atrasado
OP-01062,9,Engrenagem,CNC-02,Tarde,4770,149.0,237.37,Média,Não,4,4.0,2,38,Atrasado
OP-01063,2,Carcaça,Torno-03,Noite,641,92.0,7.74,Alta,Não,2,7.7,5,24,Atrasado
OP-01064,9,Engrenagem,Mandrilhadora-A,Manhã,4723,179.0,78.9,Baixa,Sim,6,7.28,2,21,Atrasado
OP-01065,10,Engrenagem,CNC-02,Tarde,610,77.0,23.74,Média,Sim,6,6.07,0,38,Adiantado
OP-01066,5,Flange,Fresadora-01,Noite,523,130.0,16.31,Média,Não,6,2.63,1,43,No_Prazo
OP-01067,12,Engrenagem,Fresadora-01,Manhã,4520,106.0,118.6,Alta,Sim,3,0.67,3,36,No_Prazo
OP-01068,8,Engrenagem,CNC-01,Noite,4733,141.0,84.15,Urgente,Sim,2,3.92,2,31,No_Prazo
OP-01069,5,Suporte,Torno-03,Manhã,4481,162.0,214.27,Média,Não,4,3.31,5,32,Atrasado
OP-01070,1,Suporte,Torno-03,Manhã,3888,99.0,65.67,Média,Sim,1,5.57,4,31,No_Prazo
OP-01071,9,Eixo,Torno-03,Tarde,2488,97.0,51.28,Urgente,Sim,5,1.03,3,25,Adiantado
OP-01072,3,Suporte,CNC-01,Noite,577,171.0,13.25,Alta,Sim,2,7.43,5,8,Atrasado
OP-01073,10,Suporte,Torno-03,Manhã,2978,169.0,46.29,Baixa,Sim,2,6.02,4,41,No_Prazo
OP-01074,7,Eixo,CNC-01,Noite,2620,180.0,82.4,Média,Sim,5,7.78,1,35,Adiantado
OP-01075,6,Suporte,Mandrilhadora-A,Manhã,3691,41.0,87.3,Média,Sim,4,6.99,4,17,Atrasado
OP-01076,2,Flange,Torno-03,Tarde,223,16.0,7.65,Média,Não,1,3.73,4,25,Atrasado
OP-01077,9,Carcaça,CNC-01,Tarde,432,87.0,10.68,Média,Não,6,5.47,5,6,Atrasado
OP-01078,2,Engrenagem,Torno-03,Manhã,2964,136.0,43.44,Alta,Sim,4,6.84,0,33,Adiantado
OP-01079,6,Eixo,Mandrilhadora-A,Tarde,4283,27.0,192.32,Alta,Não,2,2.03,0,20,Atrasado
OP-01080,11,Eixo,Fresadora-01,Tarde,4669,77.0,141.87,Média,Sim,3,0.57,4,40,No_Prazo
OP-01081,12,Eixo,CNC-02,Tarde,2865,111.0,65.53,Alta,Sim,3,2.81,5,12,Atrasado
OP-01082,12,Carcaça,Mandrilhadora-A,Manhã,1872,50.0,19.95,Média,Não,6,3.78,1,33,No_Prazo
OP-01083,12,Suporte,CNC-01,Manhã,2386,136.0,80.92,Alta,Não,4,5.18,5,17,Atrasado
OP-01084,7,Flange,CNC-02,Noite,2567,53.0,106.02,Baixa,Sim,5,2.48,0,24,Adiantado
OP-01085,3,Flange,CNC-01,Tarde,3114,154.0,112.11,Média,Sim,1,3.82,4,16,Atrasado
OP-01086,11,Carcaça,Mandrilhadora-A,Noite,1176,72.0,48.81,Média,Sim,4,5.37,2,39,Adiantado
OP-01087,10,Flange,Fresadora-01,Tarde,1974,114.0,31.98,Média,Sim,1,6.68,3,11,Atrasado
OP-01088,12,Eixo,Torno-03,Noite,2727,105.0,133.26,Alta,Sim,3,2.2,5,34,No_Prazo
OP-01089,8,Engrenagem,Fresadora-01,Manhã,4261,64.0,78.63,Média,Sim,4,6.5,3,4,Atrasado
OP-01090,2,Eixo,CNC-02,Tarde,4022,87.0,83.14,Média,Não,6,7.54,1,35,Atrasado
OP-01091,7,Suporte,CNC-01,Tarde,3781,155.0,115.29,Média,Sim,2,3.57,5,23,Atrasado
OP-01092,6,Flange,Mandrilhadora-A,Manhã,1115,105.0,11.38,Alta,Sim,2,4.64,1,42,Adiantado
OP-01093,11,Flange,Mandrilhadora-A,Manhã,2062,24.0,57.11,Alta,Sim,6,0.57,3,20,Adiantado
OP-01094,5,Flange,CNC-01,Tarde,2789,133.0,49.73,Alta,Sim,4,5.83,1,8,No_Prazo
OP-01095,4,Carcaça,CNC-01,Noite,4840,45.0,193.41,Alta,Sim,5,7.04,5,32,No_Prazo
OP-01096,1,Carcaça,Torno-03,Tarde,1805,95.0,72.76,Alta,Sim,6,0.65,5,24,Adiantado
OP-01097,11,Engrenagem,CNC-01,Manhã,4595,92.0,159.12,Baixa,Sim,1,6.83,2,4,Atrasado
OP-01098,10,Engrenagem,Fresadora-01,Noite,3751,95.0,100.78,Alta,Sim,4,1.62,2,8,Atrasado
OP-01099,1,Eixo,Mandrilhadora-A,Manhã,3187,20.0,71.42,Média,Sim,1,6.82,2,24,No_Prazo
OP-01100,6,Carcaça,CNC-02,Manhã,3525,60.0,151.92,Alta,Sim,6,4.56,5,35,Adiantado
OP-01101,6,Flange,CNC-02,Noite,3975,23.0,120.38,Urgente,Não,3,3.28,3,45,Atrasado
OP-01102,6,Carcaça,Mandrilhadora-A,Noite,3509,83.0,104.77,Média,Sim,3,7.56,0,21,No_Prazo
OP-01103,12,Suporte,CNC-02,Noite,3379,118.0,49.12,Média,Sim,2,5.09,4,43,No_Prazo
OP-01104,2,Flange,CNC-02,Noite,1920,123.0,35.97,Baixa,Sim,4,0.79,2,33,Adiantado
OP-01105,4,Eixo,CNC-01,Tarde,2168,26.0,52.94,Urgente,Sim,4,6.25,0,26,Adiantado
OP-01106,3,Eixo,Mandrilhadora-A,Manhã,3016,35.0,114.47,Média,Sim,6,1.87,2,8,No_Prazo
OP-01107,3,Engrenagem,Mandrilhadora-A,Manhã,4225,124.0,185.1,Alta,Sim,1,7.42,0,39,No_Prazo
OP-01108,11,Flange,CNC-01,Noite,3272,103.0,162.67,Baixa,Sim,5,1.75,1,29,No_Prazo
OP-01109,12,Eixo,Mandrilhadora-A,Noite,4939,153.0,133.83,Baixa,Sim,6,4.16,4,36,No_Prazo
OP-01110,1,Eixo,CNC-01,Manhã,3420,49.0,96.2,Baixa,Sim,6,4.42,2,7,No_Prazo
OP-01111,8,Engrenagem,CNC-01,Manhã,2067,35.0,84.01,Alta,Não,4,4.73,2,43,No_Prazo
OP-01112,3,Suporte,CNC-02,Manhã,2897,75.0,66.19,Baixa,Sim,5,4.5,2,18,No_Prazo
OP-01113,3,Carcaça,Torno-03,Manhã,3135,120.0,99.13,Urgente,Sim,1,3.79,5,20,No_Prazo
OP-01114,4,Flange,Mandrilhadora-A,Noite,4340,95.0,160.93,Alta,Sim,1,5.85,1,26,No_Prazo
OP-01115,3,Flange,Fresadora-01,Manhã,1316,31.0,25.6,Urgente,Sim,5,1.67,5,4,No_Prazo
OP-01116,6,Carcaça,CNC-01,Tarde,1281,27.0,27.14,Média,Sim,2,6.4,2,32,No_Prazo
OP-01117,12,Flange,Torno-03,Noite,1049,127.0,25.44,Média,Sim,5,0.78,2,14,Adiantado
OP-01118,8,Suporte,Mandrilhadora-A,Tarde,326,64.0,10.79,Baixa,Sim,5,6.82,3,24,Adiantado
OP-01119,9,Flange,Fresadora-01,Tarde,3391,125.0,70.59,Média,Sim,5,6.12,4,25,No_Prazo
OP-01120,6,Flange,CNC-02,Manhã,4814,64.0,88.22,Média,Sim,6,6.47,2,34,No_Prazo
OP-01121,1,Flange,CNC-01,Manhã,3087,67.0,49.33,Baixa,Não,2,2.73,3,37,Atrasado
OP-01122,2,Suporte,Torno-03,Manhã,350,50.0,14.83,Urgente,Sim,5,6.87,2,10,Adiantado
OP-01123,4,Suporte,Torno-03,Manhã,1855,177.0,84.29,Baixa,Sim,5,5.68,4,37,Adiantado
OP-01124,3,Flange,CNC-02,Manhã,4519,18.0,208.73,Média,Sim,2,7.76,5,30,Atrasado
OP-01125,11,Engrenagem,CNC-01,Manhã,306,36.0,13.12,Alta,Sim,2,0.65,5,42,Adiantado
OP-01126,11,Carcaça,CNC-01,Manhã,3080,153.0,47.71,Média,Não,4,6.43,3,19,Atrasado
OP-01127,11,Carcaça,Torno-03,Manhã,2231,38.0,31.03,Média,Sim,6,5.17,1,26,Adiantado
OP-01128,8,Engrenagem,Mandrilhadora-A,Noite,4597,61.0,137.76,Urgente,Não,4,7.92,3,9,Atrasado
OP-01129,7,Eixo,Torno-03,Manhã,2590,58.0,79.92,Baixa,Não,1,3.82,3,18,Atrasado
OP-01130,8,Carcaça,Torno-03,Manhã,2846,130.0,111.88,Média,Sim,3,2.6,1,39,Adiantado
OP-01131,5,Eixo,Mandrilhadora-A,Noite,3625,83.0,68.57,Baixa,Sim,3,7.1,5,36,Atrasado
OP-01132,9,Carcaça,Fresadora-01,Manhã,4113,154.0,194.29,Baixa,Sim,4,2.94,4,44,No_Prazo
OP-01133,10,Suporte,Fresadora-01,Tarde,2601,138.0,58.26,Média,Sim,4,5.77,2,39,Adiantado
OP-01134,10,Carcaça,Torno-03,Noite,3620,103.0,119.87,Alta,Sim,6,2.99,0,13,No_Prazo
OP-01135,8,Engrenagem,Fresadora-01,Tarde,4036,56.0,179.88,Média,Sim,6,7.59,4,16,Atrasado
OP-01136,1,Flange,Torno-03,Manhã,2649,146.0,81.95,Média,Sim,4,4.45,1,9,No_Prazo
OP-01137,9,Flange,Fresadora-01,Tarde,3594,158.0,144.27,Baixa,Sim,1,2.9,4,24,Atrasado
OP-01138,5,Carcaça,Fresadora-01,Tarde,1848,153.0,73.85,Urgente,Não,2,6.67,2,35,Atrasado
OP-01139,9,Eixo,Fresadora-01,Manhã,1807,24.0,75.17,Média,Sim,2,0.97,4,38,Adiantado
OP-01140,7,Eixo,Mandrilhadora-A,Manhã,64,130.0,2.72,Média,Sim,4,1.2,5,45,Adiantado
OP-01141,11,Engrenagem,CNC-02,Manhã,3363,131.0,86.42,Baixa,Sim,1,6.78,0,17,Atrasado
OP-01142,5,Suporte,Fresadora-01,Noite,1291,171.0,31.68,Baixa,Sim,2,2.93,0,20,No_Prazo
OP-01143,12,Carcaça,CNC-01,Manhã,4078,58.0,171.85,Baixa,Não,1,1.82,4,27,Atrasado
OP-01144,11,Engrenagem,Torno-03,Manhã,4761,145.0,158.01,Baixa,Sim,5,4.9,2,37,No_Prazo
OP-01145,4,Eixo,Mandrilhadora-A,Tarde,4385,129.0,150.44,Média,Sim,2,2.41,4,44,No_Prazo
OP-01146,6,Eixo,Fresadora-01,Noite,1413,160.0,37.41,Média,Sim,6,7.9,0,9,No_Prazo
OP-01147,7,Carcaça,CNC-02,Manhã,3276,129.0,59.18,Alta,Não,3,6.65,5,17,Atrasado
OP-01148,10,Flange,Fresadora-01,Manhã,3771,156.0,106.63,Baixa,Sim,5,7.17,1,12,Atrasado
OP-01149,9,Eixo,CNC-02,Tarde,2555,74.0,124.65,Média,Não,4,6.75,0,13,Atrasado
OP-01150,11,Eixo,Torno-03,Tarde,2567,41.0,55.54,Média,Sim,6,7.14,2,9,No_Prazo
OP-01151,5,Flange,CNC-02,Tarde,2217,75.0,46.29,Média,Não,1,3.03,4,28,Atrasado
OP-01152,7,Eixo,Fresadora-01,Noite,1577,149.0,24.02,Baixa,Sim,5,5.55,0,31,Adiantado
OP-01153,6,Engrenagem,CNC-01,Manhã,2887,37.0,84.44,Baixa,Não,4,7.3,3,21,Atrasado
OP-01154,11,Carcaça,Torno-03,Manhã,4955,120.0,106.74,Baixa,Sim,3,5.64,4,28,Atrasado
OP-01155,4,Flange,Mandrilhadora-A,Manhã,1133,178.0,42.47,Média,Sim,5,7.98,3,32,Adiantado
OP-01156,8,Eixo,Fresadora-01,Manhã,282,163.0,4.34,Baixa,Sim,4,6.99,0,31,Adiantado
OP-01157,2,Suporte,Torno-03,Tarde,328,126.0,6.52,Média,Sim,4,1.03,1,43,Adiantado
OP-01158,11,Suporte,Mandrilhadora-A,Noite,2931,146.0,36.56,Média,Sim,4,4.26,3,10,Atrasado
OP-01159,5,Engrenagem,CNC-01,Manhã,1386,34.0,16.16,Média,Sim,1,2.57,3,44,Adiantado
OP-01160,5,Engrenagem,Mandrilhadora-A,Tarde,2334,97.0,99.35,Baixa,Não,3,7.06,0,6,Atrasado
OP-01161,7,Engrenagem,CNC-02,Manhã,4755,103.0,219.85,Média,Sim,6,7.53,2,4,Atrasado
OP-01162,6,Suporte,Mandrilhadora-A,Tarde,428,144.0,17.36,Média,Sim,1,4.75,0,25,No_Prazo
OP-01163,11,Suporte,Mandrilhadora-A,Manhã,914,62.0,40.77,Urgente,Sim,2,0.94,3,23,Adiantado
OP-01164,7,Suporte,Fresadora-01,Tarde,1109,33.0,14.93,Baixa,Sim,5,3.1,2,25,Adiantado
OP-01165,7,Suporte,Fresadora-01,Manhã,2312,130.0,106.18,Baixa,Sim,1,1.91,3,45,Adiantado
OP-01166,2,Flange,Fresadora-01,Noite,3486,96.0,99.84,Alta,Sim,1,4.47,2,21,No_Prazo
OP-01167,1,Flange,CNC-02,Noite,957,154.0,38.99,Média,Sim,5,7.89,5,39,No_Prazo
OP-01168,5,Suporte,CNC-01,Noite,586,94.0,20.29,Baixa,Não,2,3.07,0,32,Atrasado
OP-01169,12,Eixo,CNC-02,Noite,474,155.0,11.37,Alta,Sim,2,6.0,1,5,No_Prazo
OP-01170,12,Carcaça,Torno-03,Manhã,4015,99.0,82.68,Média,Sim,3,6.73,0,21,No_Prazo
OP-01171,8,Carcaça,Fresadora-01,Tarde,196,144.0,2.89,Alta,Sim,6,6.73,5,8,No_Prazo
OP-01172,8,Carcaça,CNC-02,Manhã,3144,134.0,83.34,Baixa,Sim,6,1.62,1,39,Adiantado
OP-01173,5,Carcaça,Torno-03,Noite,2912,59.0,86.67,Média,Não,2,2.28,0,18,Atrasado
OP-01174,3,Eixo,CNC-01,Manhã,549,66.0,27.08,Média,Sim,2,2.17,4,36,Adiantado
OP-01175,1,Engrenagem,CNC-01,Manhã,2785,163.0,32.0,Alta,Não,4,2.73,5,6,Atrasado
OP-01176,5,Flange,Mandrilhadora-A,Tarde,1469,53.0,49.37,Média,Sim,5,0.85,5,17,Adiantado
OP-01177,4,Suporte,Mandrilhadora-A,Manhã,2599,130.0,80.57,Média,Sim,1,4.55,1,37,Adiantado
OP-01178,3,Suporte,Mandrilhadora-A,Tarde,729,39.0,7.96,Urgente,Sim,3,6.06,0,41,Adiantado
OP-01179,4,Eixo,CNC-02,Manhã,3355,140.0,77.8,Urgente,Sim,1,2.46,1,4,No_Prazo
OP-01180,1,Eixo,Torno-03,Tarde,3998,52.0,107.61,Baixa,Sim,2,5.3,1,24,Atrasado
OP-01181,8,Flange,Fresadora-01,Noite,65,113.0,1.94,Média,Sim,4,4.59,4,40,Adiantado
OP-01182,12,Carcaça,CNC-02,Tarde,2688,108.0,51.98,Alta,Sim,1,1.24,2,22,No_Prazo
OP-01183,9,Engrenagem,Fresadora-01,Manhã,3255,49.0,36.99,Alta,Sim,6,2.3,2,15,Adiantado
OP-01184,6,Eixo,Fresadora-01,Manhã,64,96.0,1.39,Urgente,Sim,1,2.31,3,34,Adiantado
OP-01185,6,Eixo,Torno-03,Manhã,3633,160.0,157.87,Alta,Sim,5,4.17,2,37,Adiantado
OP-01186,4,Carcaça,Torno-03,Manhã,2737,127.0,115.81,Alta,Sim,3,5.21,1,44,Adiantado
OP-01187,2,Flange,CNC-02,Tarde,1566,179.0,26.98,Baixa,Sim,4,2.76,1,42,Adiantado
OP-01188,8,Engrenagem,Mandrilhadora-A,Manhã,2439,144.0,87.44,Média,Sim,3,1.45,1,4,No_Prazo
OP-01189,7,Eixo,Mandrilhadora-A,Manhã,3426,121.0,160.84,Média,Sim,3,2.52,0,37,No_Prazo
OP-01190,1,Engrenagem,Mandrilhadora-A,Manhã,3233,108.0,54.59,Alta,Sim,4,0.8,3,10,No_Prazo
OP-01191,5,Flange,Fresadora-01,Noite,3894,170.0,58.98,Média,Não,2,6.11,1,38,Atrasado
OP-01192,4,Carcaça,CNC-02,Manhã,222,102.0,2.42,Média,Não,1,5.74,4,37,Atrasado
OP-01193,3,Flange,Fresadora-01,Manhã,3947,81.0,66.69,Média,Sim,1,5.53,2,12,Atrasado
OP-01194,9,Carcaça,CNC-02,Tarde,225,153.0,9.58,Urgente,Sim,2,5.13,2,21,Adiantado
OP-01195,7,Suporte,Mandrilhadora-A,Manhã,3267,170.0,139.04,Média,Sim,2,2.73,5,36,No_Prazo
OP-01196,8,Carcaça,CNC-02,Noite,1779,94.0,56.25,Alta,Sim,1,1.37,4,39,No_Prazo
OP-01197,9,Eixo,Torno-03,Manhã,365,38.0,8.52,Alta,Sim,1,4.99,1,40,Adiantado
OP-01198,12,Carcaça,CNC-01,Tarde,3458,115.0,146.17,Média,Não,6,5.99,0,18,Atrasado
OP-01199,10,Eixo,CNC-01,Tarde,2785,137.0,49.57,Média,Não,3,6.58,4,6,Atrasado
OP-01200,8,Flange,CNC-02,Noite,3349,77.0,52.22,Média,Não,3,5.95,1,44,Atrasado
OP-01201,11,Suporte,Torno-03,Tarde,1910,138.0,25.92,Alta,Sim,6,5.44,0,40,Adiantado
OP-01202,6,Eixo,CNC-01,Noite,1427,103.0,62.86,Baixa,Sim,4,6.68,3,12,No_Prazo
OP-01203,12,Eixo,Mandrilhadora-A,Tarde,3142,65.0,121.26,Urgente,Sim,1,6.21,4,28,No_Prazo
OP-01204,10,Engrenagem,CNC-01,Tarde,1119,119.0,39.15,Alta,Sim,5,7.59,3,43,Adiantado
OP-01205,8,Engrenagem,Mandrilhadora-A,Tarde,4070,79.0,159.13,Média,Sim,5,0.55,4,16,No_Prazo
OP-01206,11,Flange,CNC-02,Tarde,3431,145.0,54.0,Baixa,Sim,2,1.6,1,36,No_Prazo
OP-01207,7,Carcaça,CNC-02,Tarde,4998,16.0,126.91,Baixa,Não,5,4.85,5,23,Atrasado
OP-01208,9,Eixo,CNC-01,Manhã,184,150.0,7.83,Baixa,Sim,1,3.51,1,44,Adiantado
OP-01209,4,Flange,Mandrilhadora-A,Manhã,2948,66.0,137.58,Baixa,Sim,6,3.05,3,20,No_Prazo
OP-01210,12,Carcaça,Fresadora-01,Manhã,2806,173.0,85.65,Baixa,Sim,4,6.09,1,9,Atrasado
OP-01211,8,Suporte,CNC-01,Manhã,4294,140.0,63.91,Urgente,Não,2,4.52,3,43,Atrasado
OP-01212,10,Engrenagem,CNC-01,Tarde,2149,55.0,105.6,Alta,Não,6,4.45,5,18,Atrasado
OP-01213,6,Flange,Fresadora-01,Manhã,4685,177.0,120.88,Alta,Sim,4,0.87,5,14,Atrasado
OP-01214,11,Engrenagem,Mandrilhadora-A,Tarde,1233,97.0,28.06,Média,Sim,6,3.96,1,11,Adiantado
OP-01215,1,Eixo,CNC-01,Tarde,4278,101.0,63.31,Alta,Sim,1,5.06,2,20,Atrasado
OP-01216,2,Eixo,CNC-02,Tarde,2625,165.0,27.58,Alta,Sim,2,2.6,5,38,Adiantado
OP-01217,7,Suporte,Torno-03,Tarde,4722,167.0,161.24,Média,Não,3,2.29,1,17,Atrasado
OP-01218,9,Engrenagem,CNC-01,Manhã,1124,130.0,38.77,Alta,Não,2,4.63,5,14,Atrasado
OP-01219,10,Eixo,CNC-02,Manhã,1338,176.0,25.92,Alta,Sim,4,7.34,3,22,No_Prazo
OP-01220,6,Eixo,CNC-01,Tarde,2843,69.0,46.85,Urgente,Sim,3,1.37,3,25,Adiantado
OP-01221,8,Eixo,Torno-03,Noite,2781,53.0,86.55,Média,Sim,6,2.82,5,38,Adiantado
OP-01222,7,Suporte,Fresadora-01,Tarde,787,20.0,21.58,Alta,Sim,2,0.94,5,11,No_Prazo
OP-01223,12,Eixo,Torno-03,Tarde,3274,72.0,72.51,Média,Sim,2,2.94,5,16,Atrasado
OP-01224,8,Eixo,CNC-02,Tarde,2058,114.0,38.54,Média,Sim,6,5.71,0,33,Adiantado
OP-01225,6,Flange,Torno-03,Tarde,798,65.0,35.41,Média,Não,5,2.89,0,21,No_Prazo
OP-01226,12,Suporte,Torno-03,Tarde,2576,111.0,127.13,Média,Sim,1,3.49,0,34,No_Prazo
OP-01227,2,Engrenagem,CNC-01,Tarde,3504,23.0,84.88,Média,Sim,6,7.52,3,21,No_Prazo
OP-01228,12,Carcaça,CNC-01,Manhã,206,73.0,7.81,Baixa,Sim,2,3.1,2,7,No_Prazo
OP-01229,2,Carcaça,CNC-01,Manhã,4605,138.0,205.48,Baixa,Sim,5,4.55,1,40,No_Prazo
OP-01230,4,Suporte,Mandrilhadora-A,Manhã,3073,32.0,34.04,Alta,Não,1,7.5,4,32,Atrasado
OP-01231,10,Flange,Fresadora-01,Tarde,1339,133.0,62.03,Alta,Não,2,4.31,1,8,Atrasado
OP-01232,9,Suporte,CNC-01,Noite,3764,141.0,112.79,Alta,Sim,6,1.78,5,10,No_Prazo
OP-01233,12,Flange,CNC-02,Manhã,4225,109.0,136.34,Média,Sim,1,1.57,2,17,No_Prazo
OP-01234,9,Eixo,Torno-03,Manhã,4782,161.0,151.09,Urgente,Sim,3,7.24,2,44,No_Prazo
OP-01235,8,Eixo,CNC-01,Noite,3962,173.0,78.12,Média,Não,3,7.14,0,15,Atrasado
OP-01236,5,Engrenagem,Mandrilhadora-A,Manhã,1055,21.0,43.56,Média,Sim,2,2.38,0,40,Adiantado
OP-01237,1,Carcaça,Mandrilhadora-A,Noite,860,127.0,33.79,Média,Sim,1,5.17,0,23,No_Prazo
OP-01238,2,Eixo,CNC-02,Manhã,1083,54.0,14.98,Média,Sim,3,1.75,1,11,No_Prazo
OP-01239,4,Eixo,CNC-01,Manhã,4384,82.0,142.53,Alta,Sim,3,2.24,0,7,No_Prazo
OP-01240,1,Carcaça,CNC-02,Tarde,1558,118.0,75.22,Média,Sim,1,7.4,2,17,No_Prazo
OP-01241,7,Flange,Torno-03,Manhã,1685,133.0,75.57,Urgente,Sim,5,3.51,4,12,Adiantado
OP-01242,10,Suporte,Mandrilhadora-A,Manhã,4459,154.0,156.23,Baixa,Sim,1,2.06,4,28,Atrasado
OP-01243,12,Eixo,CNC-02,Manhã,1060,131.0,19.02,Baixa,Sim,3,4.43,4,45,Adiantado
OP-01244,6,Eixo,CNC-02,Manhã,2063,143.0,49.28,Média,Sim,6,6.88,3,37,Adiantado
OP-01245,11,Suporte,CNC-02,Manhã,1516,114.0,24.28,Média,Sim,3,6.75,0,16,No_Prazo
OP-01246,12,Flange,CNC-01,Noite,1543,34.0,66.16,Urgente,Sim,5,5.47,5,43,Adiantado
OP-01247,11,Engrenagem,CNC-01,Manhã,2998,19.0,123.36,Média,Sim,3,6.6,5,44,Adiantado
OP-01248,6,Carcaça,Torno-03,Manhã,3718,102.0,172.57,Média,Sim,4,6.35,1,21,No_Prazo
OP-01249,4,Flange,Fresadora-01,Manhã,1362,133.0,17.07,Alta,Sim,5,7.73,5,23,No_Prazo
OP-01250,12,Suporte,CNC-01,Noite,238,33.0,11.56,Média,Sim,3,5.42,3,24,Adiantado
OP-01251,3,Eixo,CNC-02,Noite,3215,86.0,156.43,Média,Sim,4,4.98,2,20,No_Prazo
OP-01252,5,Flange,Mandrilhadora-A,Noite,2766,57.0,102.28,Média,Sim,3,7.29,0,9,No_Prazo
OP-01253,1,Suporte,Mandrilhadora-A,Noite,3312,109.0,149.93,Média,Sim,2,3.21,5,41,Atrasado
OP-01254,10,Carcaça,Fresadora-01,Manhã,2278,79.0,62.73,Alta,Sim,5,4.2,3,18,No_Prazo
OP-01255,8,Eixo,Torno-03,Tarde,3895,48.0,87.78,Alta,Sim,3,6.94,2,6,Atrasado
OP-01256,2,Suporte,Torno-03,Manhã,3143,16.0,50.84,Média,Sim,1,7.84,4,45,No_Prazo
OP-01257,3,Carcaça,CNC-02,Noite,3800,68.0,42.8,Alta,Sim,2,3.66,4,8,Atrasado
OP-01258,7,Suporte,CNC-02,Tarde,3668,100.0,42.84,Alta,Sim,5,4.92,3,43,No_Prazo
OP-01259,7,Engrenagem,CNC-02,Manhã,2509,168.0,94.5,Média,Não,4,6.78,1,8,Atrasado
OP-01260,10,Engrenagem,Fresadora-01,Noite,1658,53.0,38.9,Média,Sim,4,4.39,2,20,No_Prazo
OP-01261,4,Eixo,Fresadora-01,Noite,2931,100.0,35.65,Média,Sim,3,3.53,3,25,No_Prazo
OP-01262,12,Engrenagem,Fresadora-01,Noite,3200,108.0,46.36,Média,Sim,2,0.99,1,12,No_Prazo
OP-01263,6,Suporte,Fresadora-01,Manhã,2879,122.0,105.4,Média,Sim,1,2.09,0,27,No_Prazo
OP-01264,10,Carcaça,CNC-01,Manhã,2645,69.0,125.76,Média,Sim,2,2.99,5,27,No_Prazo
OP-01265,3,Flange,Fresadora-01,Manhã,1747,31.0,45.98,Média,Sim,6,3.51,3,40,Adiantado
OP-01266,1,Flange,Mandrilhadora-A,Tarde,713,167.0,29.31,Alta,Sim,6,6.32,3,21,Adiantado
OP-01267,1,Suporte,Fresadora-01,Tarde,2166,172.0,106.01,Média,Sim,1,1.75,2,40,No_Prazo
OP-01268,5,Flange,Torno-03,Manhã,4414,87.0,169.2,Urgente,Sim,6,1.04,4,35,Adiantado
OP-01269,12,Flange,CNC-02,Noite,3597,111.0,140.0,Média,Não,5,4.91,2,37,Atrasado
OP-01270,1,Flange,Fresadora-01,Manhã,3785,20.0,131.1,Média,Sim,1,0.56,0,30,No_Prazo
OP-01271,5,Eixo,Torno-03,Tarde,3697,23.0,181.55,Alta,Sim,3,7.48,4,10,Atrasado
OP-01272,2,Engrenagem,CNC-02,Noite,4612,28.0,101.43,Média,Sim,2,2.42,1,31,No_Prazo
OP-01273,12,Flange,Torno-03,Tarde,1169,137.0,48.3,Urgente,Sim,5,6.75,4,33,Adiantado
OP-01274,9,Carcaça,CNC-01,Manhã,3616,52.0,96.2,Média,Sim,5,3.35,2,19,No_Prazo
OP-01275,10,Engrenagem,Mandrilhadora-A,Manhã,394,45.0,6.39,Média,Sim,2,7.99,2,30,No_Prazo
OP-01276,9,Eixo,Fresadora-01,Manhã,1261,16.0,49.9,Média,Sim,5,4.26,3,29,Adiantado
